iteration,distance,ee_x,ee_y,ee_z,target_x,target_y,target_z,error_x,error_y,error_z,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9
223,0.06579946118259952,0.5629488157742977,0.0,0.17084234658070166,0.5,0.0,0.19,-0.06294881577429767,0.0,0.019157653419298343,0.0,1.347610018826685,0.0,-0.7580093755914851,0.0,0.04200755749567183,0.0,0.0,0.0,0.5
224,0.06574604697120966,0.5628862256421292,0.0,0.17082018465084403,0.5,0.0,0.19,-0.0628862256421292,0.0,0.01917981534915597,0.0,1.3475638471423712,0.0,-0.7584105511706857,0.0,0.041663778926276984,0.0,0.0,0.0,0.5
225,0.06569274124486144,0.5628240590654914,0.0,0.1707991183848249,0.5,0.0,0.19,-0.06282405906549138,0.0,0.01920088161517511,0.0,1.3475160729497508,0.0,-0.7588108321719345,0.0,0.041320343129484904,0.0,0.0,0.0,0.5
226,0.06563954160186794,0.5627623051171391,0.0,0.170779113493741,0.5,0.0,0.19,-0.0627623051171391,0.0,0.019220886506259,0.0,1.347466744920853,0.0,-0.75921024080475,0.0,0.04097725844188906,0.0,0.0,0.0,0.5
227,0.06558644577149667,0.5627009531913261,0.0,0.17076013675109383,0.5,0.0,0.19,-0.06270095319132607,0.0,0.01923986324890617,0.0,1.3474159102311427,0.0,-0.7596087985997241,0.0,0.04063453290909112,0.0,0.0,0.0,0.5
228,0.0655334516061804,0.5626399929944146,0.0,0.17074215595973216,0.5,0.0,0.19,-0.06263999299441458,0.0,0.01925784404026784,0.0,1.3473636146056953,0.0,-0.760006526429513,0.0,0.04029217429458183,0.0,0.0,0.0,0.5
229,0.06548055707419774,0.5625794145357497,0.0,0.17072513991983157,0.5,0.0,0.19,-0.06257941453574967,0.0,0.019274860080168432,0.0,1.3473099023639408,0.0,-0.7604034445291757,0.0,0.03995019008835452,0.0,0.0,0.0,0.5
230,0.06542776025278445,0.5625192081187809,0.0,0.17070905839787998,0.5,0.0,0.19,-0.06251920811878087,0.0,0.019290941602120026,0.0,1.347254816463023,0.0,-0.7607995725158786,0.0,0.03960858751525923,0.0,0.0,0.0,0.5
231,0.06537505932166221,0.5624593643324374,0.0,0.17069388209663314,0.5,0.0,0.19,-0.06245936433243737,0.0,0.019306117903366865,0.0,1.347198398539817,0.0,-0.761194929407988,0.0,0.03926737354310519,0.0,0.0,0.0,0.5
232,0.06532245255695104,0.5623998740427425,0.0,0.17067958262601474,0.5,0.0,0.19,-0.0623998740427425,0.0,0.019320417373985266,0.0,1.3471406889516455,0.0,-0.7615895336435694,0.0,0.03892655489051912,0.0,0.0,0.0,0.5
233,0.06526993832544636,0.5623407283846638,0.0,0.17066613247492496,0.5,0.0,0.19,-0.06234072838466376,0.0,0.019333867525075044,0.0,1.3470817268157351,0.0,-0.7619834030983103,0.0,0.038586138034566786,0.0,0.0,0.0,0.5
234,0.06521751507923743,0.5622819187541932,0.0,0.17065350498393472,0.5,0.0,0.19,-0.0622819187541932,0.0,0.01934649501606528,0.0,1.3470215500474527,0.0,-0.762376555102887,0.0,0.0382461292181447,0.0,0.0,0.0,0.5
235,0.0651651813506468,0.5622234368006506,0.0,0.17064167431883298,0.5,0.0,0.19,-0.06222343680065057,0.0,0.01935832568116702,0.0,1.346960195397358,0.0,-0.7627690064597922,0.0,0.03790653445714901,0.0,0.0,0.0,0.5
236,0.06511293574747386,0.5621652744192066,0.0,0.17063061544500197,0.5,0.0,0.19,-0.062165274419206606,0.0,0.019369384554998037,0.0,1.3468976984871108,0.0,-0.763160773459638,0.0,0.037567359547428146,0.0,0.0,0.0,0.5
237,0.06506077694852158,0.5621074237436182,0.0,0.17062030410259427,0.5,0.0,0.19,-0.06210742374361822,0.0,0.019379695897405735,0.0,1.3468340938442667,0.0,-0.7635518718969547,0.0,0.037228610071525725,0.0,0.0,0.0,0.5
238,0.06500870369938984,0.5620498771391702,0.0,0.17061071678248663,0.5,0.0,0.19,-0.062049877139170206,0.0,0.019389283217513376,0.0,1.3467694149359974,0.0,-0.7639423170854978,0.0,0.03689029140522001,0.0,0.0,0.0,0.5
239,0.0649567148085206,0.5619926271958189,0.0,0.17060183070298396,0.5,0.0,0.19,-0.061992627195818883,0.0,0.019398169297016044,0.0,1.346703694201769,0.0,-0.7643321238730795,0.0,0.03655240872386601,0.0,0.0,0.0,0.5
