iteration,distance,ee_x,ee_y,ee_z,target_x,target_y,target_z,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9
209,0.09430113242559479,0.5596040875875166,-3.21576284622832e-16,0.11692431102200117,0.5,0.0,0.19,-3.012698515278709e-16,1.7628,-2.6323992905160443e-16,-0.0698,-3.1810138474624122e-16,-0.0175,-1.9483369874481687e-17,0.0,0.0,0.5
210,0.09430113242559479,0.5596040875875166,-8.243705472637631e-17,0.11692431102200117,0.5,0.0,0.19,-2.2014015912856087e-16,1.7628,-2.416668169845228e-16,-0.0698,-3.2107681781327083e-16,-0.0175,-1.9483369874482038e-17,0.0,0.0,0.5
211,0.09430113242559479,0.5596040875875166,-3.2121982526989703e-16,0.11692431102200117,0.5,0.0,0.19,-2.854168524701192e-16,1.7628,-2.5891920962208935e-16,-0.0698,-3.024907988989833e-16,-0.0175,-1.94833698744821e-17,0.0,0.0,0.5
212,0.09430113242559479,0.5596040875875166,-8.209833593852343e-17,0.11692431102200117,0.5,0.0,0.19,-2.0431717974673773e-16,1.7628,-2.3756113470751823e-16,-0.0698,-3.0520854208678455e-16,-0.0175,-1.948336987448245e-17,0.0,0.0,0.5
213,0.09430113242559479,0.5596040875875166,-2.9681378714441157e-16,0.11692431102200117,0.5,0.0,0.19,-2.6962902884749737e-16,1.7628,-2.548201436890304e-16,-0.0698,-2.8662793308169175e-16,-0.0175,-1.9483369874482512e-17,0.0,0.0,0.5
214,0.09430113242559479,0.5596040875875166,-8.212723002305202e-17,0.11692431102200117,0.5,0.0,0.19,-2.0276992975192795e-16,1.7628,-2.3791136603513737e-16,-0.0698,-2.9712866253653605e-16,-0.0175,-1.9483369874482836e-17,0.0,0.0,0.5
215,0.09430113242559479,0.5596040875875166,-2.968419283577654e-16,0.11692431102200117,0.5,0.0,0.19,-2.6803328964044966e-16,1.7628,-2.551612493054401e-16,-0.0698,-2.785405918170303e-16,-0.0175,-1.9483369874482898e-17,0.0,0.0,0.5
216,0.09430113242559479,0.5596040875875166,-5.808675114513025e-17,0.11692431102200117,0.5,0.0,0.19,-2.0112557032543006e-16,1.7628,-2.3824332128466826e-16,-0.0698,-2.8903383939754657e-16,-0.0175,-1.948336987448322e-17,0.0,0.0,0.5
217,0.09430113242559479,0.5596040875875166,-2.9731529015452955e-16,0.11692431102200117,0.5,0.0,0.19,-2.8046990306583673e-16,1.7628,-2.6089896805409664e-16,-0.0698,-2.775219218141567e-16,-0.0175,-1.9787599991890502e-17,0.0,0.0,0.5
218,0.09430113242559479,0.5596040875875166,-5.854086610140257e-17,0.11692431102200117,0.5,0.0,0.19,-2.134351513182872e-16,1.7628,-2.4374774499705994e-16,-0.0698,-2.878798875557628e-16,-0.0175,-1.9787599991890825e-17,0.0,0.0,0.5
219,0.09430113242559479,0.5596040875875166,-2.9776650244652987e-16,0.11692431102200117,0.5,0.0,0.19,-2.925925358680172e-16,1.7628,-2.663682079571314e-16,-0.0698,-2.763392016351602e-16,-0.0175,-2.0091830109298106e-17,0.0,0.0,0.5
220,0.09430113242559479,0.5596040875875166,-1.0722098311727362e-16,0.11692431102200117,0.5,0.0,0.19,-2.2541420385058103e-16,1.7628,-2.491899629705172e-16,-0.0698,-2.8637084255169573e-16,-0.0175,-2.039606022670568e-17,0.0,0.0,0.5
221,0.09430113242559479,0.5596040875875166,-3.215559059916304e-16,0.11692431102200117,0.5,0.0,0.19,-2.8449212832963395e-16,1.7628,-2.629929153400697e-16,-0.0698,-3.2574703710313617e-16,-0.0175,-2.0396060226705768e-17,0.0,0.0,0.5
222,0.09430113242559479,0.5596040875875166,-8.241285052971306e-17,0.11692431102200117,0.5,0.0,0.19,-2.0311604762138904e-16,1.7628,-2.4137343278254383e-16,-0.0698,-3.286845549492104e-16,-0.0175,-2.039606022670612e-17,0.0,0.0,0.5
223,0.09430113242559479,0.5596040875875166,-3.211917851719336e-16,0.11692431102200117,0.5,0.0,0.19,-2.681456869668612e-16,1.7628,-2.5857932964677503e-16,-0.0698,-3.100605183753594e-16,-0.0175,-2.039606022670618e-17,0.0,0.0,0.5
224,0.09430113242559479,0.5596040875875166,-8.206644957549615e-17,0.11692431102200117,0.5,0.0,0.19,-1.8679829276170156e-16,1.7628,-2.3717463333749055e-16,-0.0698,-3.1274014118822243e-16,-0.0175,-2.0396060226706532e-17,0.0,0.0,0.5
225,0.09430113242559479,0.5596040875875166,-2.967780441245561e-16,0.11692431102200117,0.5,0.0,0.19,-2.518617510915912e-16,1.7628,-2.543868949635099e-16,-0.0698,-2.9412130881530215e-16,-0.0175,-2.0396060226706594e-17,0.0,0.0,0.5
226,0.09430113242559479,0.5596040875875166,-8.208761992652785e-17,0.11692431102200117,0.5,0.0,0.19,-1.8475359012778781e-16,1.7628,-2.374312436530263e-16,-0.0698,-3.045837116311657e-16,-0.0175,-2.0396060226706918e-17,0.0,0.0,0.5
227,0.09430113242559479,0.5596040875875166,-2.967984407365798e-16,0.11692431102200117,0.5,0.0,0.19,-2.497672152375535e-16,1.7628,-2.546341266244027e-16,-0.0698,-2.8595721072250974e-16,-0.0175,-2.039606022670698e-17,0.0,0.0,0.5
228,0.09430113242559479,0.5596040875875166,-5.803937552306236e-17,0.11692431102200117,0.5,0.0,0.19,-1.8260908641519895e-16,1.7628,-2.37669071320209e-16,-0.0698,-2.9641192428393653e-16,-0.0175,-2.0396060226707303e-17,0.0,0.0,0.5
229,0.09430113242559479,0.5596040875875166,-2.97264016027054e-16,0.11692431102200117,0.5,0.0,0.19,-2.6170233309672394e-16,1.7628,-2.602774634786358e-16,-0.0698,-2.8486136857099233e-16,-0.0175,-2.0700290344114583e-17,0.0,0.0,0.5
230,0.09430113242559479,0.5596040875875166,-5.848568293561316e-17,0.11692431102200117,0.5,0.0,0.19,-1.9441581691085144e-16,1.7628,-2.4307885813900663e-16,-0.0698,-2.951805917912955e-16,-0.0175,-2.0700290344114907e-17,0.0,0.0,0.5
231,0.09430113242559479,0.5596040875875166,-2.977073996810628e-16,0.11692431102200117,0.5,0.0,0.19,-2.733207568099854e-16,1.7628,-2.6565181079995407e-16,-0.0698,-2.8360105867559786e-16,-0.0175,-2.1004520461522187e-17,0.0,0.0,0.5
232,0.09430113242559479,0.5596040875875166,-1.0715795016223038e-16,0.11692431102200117,0.5,0.0,0.19,-2.058892980918953e-16,1.7628,-2.4842592715181175e-16,-0.0698,-2.935937474404405e-16,-0.0175,-2.100452046152251e-17,0.0,0.0,0.5
233,0.09430113242559479,0.5596040875875166,-3.214889322285012e-16,0.11692431102200117,0.5,0.0,0.19,-2.647134119774873e-16,1.7628,-2.62181112150625e-16,-0.0698,-3.3293088460002056e-16,-0.0175,-2.10045204615226e-17,0.0,0.0,0.5
234,0.09430113242559479,0.5596040875875166,-8.234192531129907e-17,0.11692431102200117,0.5,0.0,0.19,-1.8308283493524595e-16,1.7628,-2.405137331654047e-16,-0.0698,-3.3582923952973114e-16,-0.0175,-2.0700290344115705e-17,0.0,0.0,0.5
235,0.09430113242559479,0.5596040875875166,-3.2111689782226964e-16,0.11692431102200117,0.5,0.0,0.19,-2.4785729035346534e-16,1.7628,-2.576716041963026e-16,-0.0698,-3.171659342299091e-16,-0.0175,-2.0700290344115766e-17,0.0,0.0,0.5
236,0.09430113242559479,0.5596040875875166,-8.198606172146803e-17,0.11692431102200117,0.5,0.0,0.19,-1.661556321885964e-16,1.7628,-2.362002351068467e-16,-0.0698,-3.204733146076668e-16,-0.0175,-2.0700290344116118e-17,0.0,0.0,0.5
237,0.09430113242559479,0.5596040875875166,-1.365182009498109e-16,0.11692431102200117,0.5,0.0,0.19,-2.3096225999676015e-16,1.7628,-2.533641610090448e-16,-0.0698,-3.0181496012421533e-16,-0.0175,-2.070029034411618e-17,0.0,0.0,0.5
238,0.09430113242559479,0.5596040875875166,-3.2149449235551303e-16,0.11692431102200117,0.5,0.0,0.19,-2.716183460198574e-16,1.7628,-2.6224850762955575e-16,-0.0698,-3.3256411372275706e-16,-0.0175,-2.0700290344116306e-17,0.0,0.0,0.5
239,0.09430113242559479,0.5596040875875166,-8.234909661394305e-17,0.11692431102200117,0.5,0.0,0.19,-1.9009153790887363e-16,1.7628,-2.406006580459377e-16,-0.0698,-3.3547843703170585e-16,-0.0175,-2.039606022670941e-17,0.0,0.0,0.5
240,0.09430113242559479,0.5596040875875166,-3.2112568465358883e-16,0.11692431102200117,0.5,0.0,0.19,-2.549700426192353e-16,1.7628,-2.57778111242596e-16,-0.0698,-3.1683114325417913e-16,-0.0175,-2.0396060226709472e-17,0.0,0.0,0.5
241,0.09430113242559479,0.5596040875875166,-8.19964684462665e-17,0.11692431102200117,0.5,0.0,0.19,-1.7337271486486645e-16,1.7628,-2.36326377225616e-16,-0.0698,-3.201545784138523e-16,-0.0175,-2.0396060226709823e-17,0.0,0.0,0.5
242,0.09430113242559479,0.5596040875875166,-1.3653023194468536e-16,0.11692431102200117,0.5,0.0,0.19,-2.38283954961409e-16,1.7628,-2.5350999124994774e-16,-0.0698,-3.015123220888146e-16,-0.0175,-2.0396060226709885e-17,0.0,0.0,0.5
243,0.09430113242559479,0.5596040875875166,-3.215081520088849e-16,0.11692431102200117,0.5,0.0,0.19,-2.790449359123355e-16,1.7628,-2.624140791855787e-16,-0.0698,-3.3227761733946206e-16,-0.0175,-2.039606022671001e-17,0.0,0.0,0.5
244,0.09430113242559479,0.5596040875875166,-8.236438932609026e-17,0.11692431102200117,0.5,0.0,0.19,-1.9762330613226127e-16,1.7628,-2.4078602425378264e-16,-0.0698,-3.352081259117189e-16,-0.0175,-2.0091830109303116e-17,0.0,0.0,0.5
245,0.09430113242559479,0.5596040875875166,-3.2114261483667784e-16,0.11692431102200117,0.5,0.0,0.19,-2.626072733423057e-16,1.7628,-2.5798332558306913e-16,-0.0698,-3.165770611265306e-16,-0.0175,-2.0091830109303178e-17,0.0,0.0,0.5
246,0.09430113242559479,0.5596040875875166,-8.201504052438457e-17,0.11692431102200117,0.5,0.0,0.19,-1.8111569302415455e-16,1.7628,-2.365514933240168e-16,-0.0698,-3.1991676912571874e-16,-0.0175,-2.009183010930353e-17,0.0,0.0,0.5
247,0.09430113242559479,0.5596040875875166,-1.3655045035387264e-16,0.11692431102200117,0.5,0.0,0.19,-2.461329662632856e-16,1.7628,-2.537550628764595e-16,-0.0698,-3.012908296058379e-16,-0.0175,-2.009183010930359e-17,0.0,0.0,0.5
248,0.09430113242559479,0.5596040875875166,-3.215300211971666e-16,0.11692431102200117,0.5,0.0,0.19,-2.8700026683508746e-16,1.7628,-2.6267916025566e-16,-0.0698,-3.3207248574606977e-16,-0.0175,-2.0091830109303717e-17,0.0,0.0,0.5
249,0.09430113242559479,0.5596040875875166,-8.238791375350936e-17,0.11692431102200117,0.5,0.0,0.19,-2.0568524392817682e-16,1.7628,-2.410711688285598e-16,-0.0698,-3.3501939941144506e-16,-0.0175,-1.9787599991896822e-17,0.0,0.0,0.5
250,0.09430113242559479,0.5596040875875166,-3.2116779897532737e-16,0.11692431102200117,0.5,0.0,0.19,-2.707761060397659e-16,1.7628,-2.5828858786972975e-16,-0.0698,-3.164047840423373e-16,-0.0175,-1.9787599991896883e-17,0.0,0.0,0.5
251,0.09430113242559479,0.5596040875875166,-8.204188885844004e-17,0.11692431102200117,0.5,0.0,0.19,-1.8939170942972983e-16,1.7628,-2.368769276762044e-16,-0.0698,-3.1976098590031917e-16,-0.0175,-1.9787599991897235e-17,0.0,0.0,0.5
252,0.09430113242559479,0.5596040875875166,-3.2082230018913486e-16,0.11692431102200117,0.5,0.0,0.19,-2.5451645596383833e-16,1.7628,-2.5410072379466924e-16,-0.0698,-3.0115158480201966e-16,-0.0175,-1.9787599991897296e-17,0.0,0.0,0.5
253,0.09430113242559479,0.5596040875875166,-8.169691760255514e-17,0.11692431102200117,0.5,0.0,0.19,-1.7316603532459677e-16,1.7628,-2.3269545790790247e-16,-0.0698,-3.0451301501862544e-16,-0.0175,-1.9787599991897648e-17,0.0,0.0,0.5
254,0.09430113242559479,0.5596040875875166,-1.0724270312542316e-16,0.11692431102200117,0.5,0.0,0.19,-2.38327271968833e-16,1.7628,-2.494532357965727e-16,-0.0698,-2.8632919286101234e-16,-0.0175,-1.978759999189771e-17,0.0,0.0,0.5
255,0.09430113242559479,0.5596040875875166,-3.2158049190212227e-16,0.11692431102200117,0.5,0.0,0.19,-2.9758977695990856e-16,1.7628,-2.6329092637633466e-16,-0.0698,-3.2573379140178017e-16,-0.0175,-1.97875999918978e-17,0.0,0.0,0.5
256,0.09430113242559479,0.5596040875875166,-8.244031008558652e-17,0.11692431102200117,0.5,0.0,0.19,-2.1639877545973172e-16,1.7628,-2.417062758840405e-16,-0.0698,-3.28699789978529e-16,-0.0175,-1.978759999189815e-17,0.0,0.0,0.5
257,0.09430113242559479,0.5596040875875166,-3.2122212613714796e-16,0.11692431102200117,0.5,0.0,0.19,-2.816139940566841e-16,1.7628,-2.5894709892210113e-16,-0.0698,-3.10104311084038e-16,-0.0175,-1.978759999189821e-17,0.0,0.0,0.5
258,0.09430113242559479,0.5596040875875166,-8.209967973498732e-17,0.11692431102200117,0.5,0.0,0.19,-2.0045268049742447e-16,1.7628,-2.375774231495047e-16,-0.0698,-3.1281256873284477e-16,-0.0175,-1.9787599991898563e-17,0.0,0.0,0.5
259,0.09430113242559479,0.5596040875875166,-2.968141712842931e-16,0.11692431102200117,0.5,0.0,0.19,-2.6570272222229223e-16,1.7628,-2.548247999300185e-16,-0.0698,-2.9422244856091234e-16,-0.0175,-1.9787599991898624e-17,0.0,0.0,0.5
260,0.09430113242559479,0.5596040875875166,-8.212665191356964e-17,0.11692431102200117,0.5,0.0,0.19,-1.9878164876086236e-16,1.7628,-2.3790435864747228e-16,-0.0698,-3.047136411518311e-16,-0.0175,-1.9787599991898948e-17,0.0,0.0,0.5
261,0.09430113242559479,0.5596040875875166,-2.968403853991325e-16,0.11692431102200117,0.5,0.0,0.19,-2.639828668423846e-16,1.7628,-2.551425467765562e-16,-0.0698,-2.861160078018859e-16,-0.0175,-1.978759999189901e-17,0.0,0.0,0.5
262,0.09430113242559479,0.5596040875875166,-5.808424073053608e-17,0.11692431102200117,0.5,0.0,0.19,-1.970128378268373e-16,1.7628,-2.3821289201685997e-16,-0.0698,-2.9659966691583335e-16,-0.0175,-1.9787599991899333e-17,0.0,0.0,0.5
263,0.09430113242559479,0.5596040875875166,-2.9731180967012037e-16,0.11692431102200117,0.5,0.0,0.19,-2.762946925195767e-16,1.7628,-2.608567803642883e-16,-0.0698,-2.8507813495994177e-16,-0.0175,-2.0091830109306614e-17,0.0,0.0,0.5
264,0.09430113242559479,0.5596040875875166,-5.853641292626258e-17,0.11692431102200117,0.5,0.0,0.19,-2.091972939223831e-16,1.7628,-2.4369376711657528e-16,-0.0698,-2.9542646035312116e-16,-0.0175,-2.0091830109306937e-17,0.0,0.0,0.5
265,0.09430113242559479,0.5596040875875166,-2.977610739526622e-16,0.11692431102200117,0.5,0.0,0.19,-2.882918623644266e-16,1.7628,-2.66302408031462e-16,-0.0698,-2.838761080379856e-16,-0.0175,-2.0396060226714218e-17,0.0,0.0,0.5
266,0.09430113242559479,0.5596040875875166,-1.0721457666958094e-16,0.11692431102200117,0.5,0.0,0.19,-2.2105054452396328e-16,1.7628,-2.491123090590909e-16,-0.0698,-2.9389805644351094e-16,-0.0175,-2.070029034412179e-17,0.0,0.0,0.5
267,0.09430113242559479,0.5596040875875166,-3.2154851894789615e-16,0.11692431102200117,0.5,0.0,0.19,-2.8006531300611485e-16,1.7628,-2.6290337541601776e-16,-0.0698,-3.3326453229690306e-16,-0.0175,-2.070029034412188e-17,0.0,0.0,0.5
268,0.09430113242559479,0.5596040875875166,-8.24044802405818e-17,0.11692431102200117,0.5,0.0,0.19,-1.9862590566732183e-16,1.7628,-2.4127197473246804e-16,-0.0698,-3.3619230518713923e-16,-0.0175,-2.070029034412223e-17,0.0,0.0,0.5
269,0.09430113242559479,0.5596040875875166,-3.2118242898089207e-16,0.11692431102200117,0.5,0.0,0.19,-2.6359204728758445e-16,1.7628,-2.5846592127051377e-16,-0.0698,-3.175584973287176e-16,-0.0175,-2.0700290344122293e-17,0.0,0.0,0.5
270,0.09430113242559479,0.5596040875875166,-8.205610481885366e-17,0.11692431102200117,0.5,0.0,0.19,-1.8218098380029358e-16,1.7628,-2.3704924234788446e-16,-0.0698,-3.2022832245714295e-16,-0.0175,-2.0700290344122644e-17,0.0,0.0,0.5
271,0.09430113242559479,0.5596040875875166,-3.2083457331743344e-16,0.11692431102200117,0.5,0.0,0.19,-2.471806008276212e-16,1.7628,-2.542494889861668e-16,-0.0698,-3.0159966592859137e-16,-0.0175,-2.0700290344122706e-17,0.0,0.0,0.5
272,0.09430113242559479,0.5596040875875166,-8.170724264963253e-17,0.11692431102200117,0.5,0.0,0.19,-1.6570471260912584e-16,1.7628,-2.32820609993689e-16,-0.0698,-3.049417886909973e-16,-0.0175,-2.0700290344123057e-17,0.0,0.0,0.5
273,0.09430113242559479,0.5596040875875166,-1.0725107482799138e-16,0.11692431102200117,0.5,0.0,0.19,-2.3074014268823765e-16,1.7628,-2.495547109792175e-16,-0.0698,-2.867386069146793e-16,-0.0175,-2.070029034412312e-17,0.0,0.0,0.5
274,0.09430113242559479,0.5596040875875166,-3.21586904982673e-16,0.11692431102200117,0.5,0.0,0.19,-2.898765012124528e-16,1.7628,-2.6336866068604025e-16,-0.0698,-3.2612379353130017e-16,-0.0175,-2.0700290344123208e-17,0.0,0.0,0.5
275,0.09430113242559479,0.5596040875875166,-8.24447592523528e-17,0.11692431102200117,0.5,0.0,0.19,-2.085590124253391e-16,1.7628,-2.4176020517817707e-16,-0.0698,-3.29070327737142e-16,-0.0175,-2.070029034412356e-17,0.0,0.0,0.5
276,0.09430113242559479,0.5596040875875166,-3.2122460608406565e-16,0.11692431102200117,0.5,0.0,0.19,-2.7364740199445794e-16,1.7628,-2.589771588847397e-16,-0.0698,-3.104553318832845e-16,-0.0175,-2.070029034412362e-17,0.0,0.0,0.5
277,0.09430113242559479,0.5596040875875166,-8.210018514165645e-17,0.11692431102200117,0.5,0.0,0.19,-1.9235891674315894e-16,1.7628,-2.375835492909487e-16,-0.0698,-3.1314401984218277e-16,-0.0175,-2.0700290344123972e-17,0.0,0.0,0.5
278,0.09430113242559479,0.5596040875875166,-2.9681269681593916e-16,0.11692431102200117,0.5,0.0,0.19,-2.574814431859776e-16,1.7628,-2.5480692758633427e-16,-0.0698,-2.945342771073334e-16,-0.0175,-2.0700290344124034e-17,0.0,0.0,0.5
279,0.09430113242559479,0.5596040875875166,-8.21231922210047e-17,0.11692431102200117,0.5,0.0,0.19,-1.9043250992418451e-16,1.7628,-2.3786242298001845e-16,-0.0698,-3.050057941194755e-16,-0.0175,-2.0700290344124358e-17,0.0,0.0,0.5
280,0.09430113242559479,0.5596040875875166,-2.968349351187163e-16,0.11692431102200117,0.5,0.0,0.19,-2.555055227562162e-16,1.7628,-2.550764827715116e-16,-0.0698,-2.863884320316568e-16,-0.0175,-2.070029034412442e-17,0.0,0.0,0.5
281,0.09430113242559479,0.5596040875875166,-5.807679448413704e-17,0.11692431102200117,0.5,0.0,0.19,-1.884069421087234e-16,1.7628,-2.381226344847504e-16,-0.0698,-2.9685230910500965e-16,-0.0175,-2.0700290344124743e-17,0.0,0.0,0.5
282,0.09430113242559479,0.5596040875875166,-2.973023620650763e-16,0.11692431102200117,0.5,0.0,0.19,-2.6755989785121303e-16,1.7628,-2.6074226393951186e-16,-0.0698,-2.8531094166179015e-16,-0.0175,-2.1004520461532023e-17,0.0,0.0,0.5
283,0.09430113242559479,0.5596040875875166,-5.852495855534157e-17,0.11692431102200117,0.5,0.0,0.19,-2.0033325204708754e-16,1.7628,-2.435549262569265e-16,-0.0698,-2.9563937797650687e-16,-0.0175,-2.1004520461532347e-17,0.0,0.0,0.5
284,0.09430113242559479,0.5596040875875166,-2.977476073940231e-16,0.11692431102200117,0.5,0.0,0.19,-2.7929822408460373e-16,1.7628,-2.6613917701765487e-16,-0.0698,-2.8406908284698246e-16,-0.0175,-2.1308750578939627e-17,0.0,0.0,0.5
285,0.09430113242559479,0.5596040875875166,-1.0719909248673405e-16,0.11692431102200117,0.5,0.0,0.19,-2.1192695969856242e-16,1.7628,-2.4892462199428017e-16,-0.0698,-2.9407103455701006e-16,-0.0175,-2.16129806963472e-17,0.0,0.0,0.5
286,0.09430113242559479,0.5596040875875166,-3.2153101168966353e-16,0.11692431102200117,0.5,0.0,0.19,-2.708114305480812e-16,1.7628,-2.6269116622531957e-16,-0.0698,-3.3341745968822064e-16,-0.0175,-2.161298069634729e-17,0.0,0.0,0.5
287,0.09430113242559479,0.5596040875875166,-8.238494444105766e-17,0.11692431102200117,0.5,0.0,0.19,-1.892413735410399e-16,1.7628,-2.4103517716247856e-16,-0.0698,-3.363251276836232e-16,-0.0175,-2.1308750578940395e-17,0.0,0.0,0.5
288,0.09430113242559479,0.5596040875875166,-3.2116085915940285e-16,0.11692431102200117,0.5,0.0,0.19,-2.5407651250631647e-16,1.7628,-2.58204468888827e-16,-0.0698,-3.176711606113533e-16,-0.0175,-2.1308750578940456e-17,0.0,0.0,0.5
289,0.09430113242559479,0.5596040875875166,-8.203096781161358e-17,0.11692431102200117,0.5,0.0,0.19,-1.7243570184213411e-16,1.7628,-2.36744551351035e-16,-0.0698,-3.209879044465051e-16,-0.0175,-2.1308750578940807e-17,0.0,0.0,0.5
290,0.09430113242559479,0.5596040875875166,-1.3656405434548403e-16,0.11692431102200117,0.5,0.0,0.19,-2.3730334154758113e-16,1.7628,-2.53919959744477e-16,-0.0698,-3.0233893871845527e-16,-0.0175,-2.130875057894087e-17,0.0,0.0,0.5
291,0.09430113242559479,0.5596040875875166,-3.2154129561612547e-16,0.11692431102200117,0.5,0.0,0.19,-2.7802060430872165e-16,1.7628,-2.6281581987940394e-16,-0.0698,-3.330975064387557e-16,-0.0175,-2.1308750578940995e-17,0.0,0.0,0.5
292,0.09430113242559479,0.5596040875875166,-8.23968523058215e-17,0.11692431102200117,0.5,0.0,0.19,-1.9655513822190468e-16,1.7628,-2.411795149171916e-16,-0.0698,-3.360212693043547e-16,-0.0175,-2.10045204615341e-17,0.0,0.0,0.5
293,0.09430113242559479,0.5596040875875166,-3.2117439534999357e-16,0.11692431102200117,0.5,0.0,0.19,-2.6149515068912364e-16,1.7628,-2.5836854392628977e-16,-0.0698,-3.1738344058708913e-16,-0.0175,-2.1004520461534162e-17,0.0,0.0,0.5
294,0.09430113242559479,0.5596040875875166,-8.204613672741023e-17,0.11692431102200117,0.5,0.0,0.19,-1.7995949687207605e-16,1.7628,-2.36928416997055e-16,-0.0698,-3.207163663795396e-16,-0.0175,-2.1004520461534513e-17,0.0,0.0,0.5
295,0.09430113242559479,0.5596040875875166,-1.3658086039775194e-16,0.11692431102200117,0.5,0.0,0.19,-2.4493257753538647e-16,1.7628,-2.5412366946893633e-16,-0.0698,-3.020836263288866e-16,-0.0175,-2.1004520461534575e-17,0.0,0.0,0.5
296,0.09430113242559479,0.5596040875875166,-3.2155974322804815e-16,0.11692431102200117,0.5,0.0,0.19,-2.8575556613272404e-16,1.7628,-2.630394272966486e-16,-0.0698,-3.328584635648042e-16,-0.0175,-2.10045204615347e-17,0.0,0.0,0.5
297,0.09430113242559479,0.5596040875875166,-8.2416945912533e-17,0.11692431102200117,0.5,0.0,0.19,-2.0439611153011695e-16,1.7628,-2.414230737864219e-16,-0.0698,-3.357985399026819e-16,-0.0175,-2.1004520461535052e-17,0.0,0.0,0.5
298,0.09430113242559479,0.5596040875875166,-3.2119613939861063e-16,0.11692431102200117,0.5,0.0,0.19,-2.6944242190131596e-16,1.7628,-2.586321081519513e-16,-0.0698,-3.1717706873311783e-16,-0.0175,-2.1004520461535114e-17,0.0,0.0,0.5
299,0.09430113242559479,0.5596040875875166,-8.207106334536961e-17,0.11692431102200117,0.5,0.0,0.19,-1.8811174376333697e-16,1.7628,-2.372305578208053e-16,-0.0698,-3.1985926388142725e-16,-0.0175,-2.1004520461535465e-17,0.0,0.0,0.5
